id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
6c756728374e4433fe43268ceea69efc,krakow,apartmentBuilding,78.0,3.0,8.0,10.0,2021.0,50.05601,19.959362,1.5,18.0,0.15,0.195,0.525,0.108,0.132,0.355,0.36,condominium,brick,,yes,yes,yes,no,no,6699
8980533a8ecfed18e24a6b21ae54183a,krakow,apartmentBuilding,46.0,2.0,3.0,4.0,2023.0,50.0799453847428,19.9230818744394,2.95,18.0,0.314,0.821,0.208,0.059,0.217,0.632,0.217,condominium,brick,premium,yes,yes,yes,yes,no,3300
39e1e2068072b9daddc5fef28a38875d,krakow,apartmentBuilding,60.0,3.0,2.0,2.0,,50.095145,19.934692,4.44,14.0,0.138,0.481,0.122,0.196,0.159,1.332,0.167,condominium,brick,,no,yes,no,no,no,3000
52c3dbc1348ffa1607913368ccf40a22,krakow,blockOfFlats,41.0,2.0,1.0,4.0,2004.0,50.0087836653321,20.0142274908967,7.49,13.0,0.459,0.854,0.442,0.345,0.229,3.237,0.051,condominium,brick,,no,yes,no,no,no,2000
2c8bc9f881b109497841e362691e9387,krakow,blockOfFlats,50.0,2.0,3.0,4.0,2015.0,50.04513980915489,19.92855538387137,1.33,19.0,0.398,0.984,0.214,0.162,0.166,0.766,0.107,condominium,brick,,yes,yes,yes,no,no,2590
74f09afb65f76344a77bfcdec2c303f8,krakow,tenement,30.0,2.0,,,,50.0376,19.9433,2.0,21.0,0.122,1.074,0.235,0.359,0.144,1.223,0.176,condominium,brick,,no,no,no,no,no,1700
82e4deade2158fe457b0c279ed05790f,krakow,blockOfFlats,42.0,2.0,5.0,5.0,,50.05555556,19.94277778,0.31,130.0,0.101,0.78,0.437,0.347,0.077,0.479,0.242,condominium,,,no,no,no,no,no,3200
2bdfe5ff7ca75dfbfa1f8b5999140e29,krakow,blockOfFlats,30.0,2.0,2.0,3.0,1960.0,50.065836,19.9650421,2.23,17.0,0.267,0.094,0.602,0.55,0.088,0.261,0.085,condominium,brick,premium,no,no,no,no,no,2690
a198282cab7589826970a114c21d8ede,krakow,apartmentBuilding,63.0,3.0,1.0,4.0,,50.0694321411562,19.9862492518276,3.76,9.0,0.519,0.187,0.464,0.166,0.133,1.818,0.474,condominium,brick,,no,yes,no,no,no,4800
49185a108627d5206d3ae929a74a2687,krakow,blockOfFlats,56.0,3.0,,4.0,1970.0,50.049688,19.955625,1.38,20.0,0.424,0.514,0.615,0.585,0.08,0.606,0.392,condominium,concreteSlab,,no,yes,no,no,no,3300
7b61b8bc5784312a8a17655f26447cab,krakow,blockOfFlats,58.0,3.0,4.0,4.0,2018.0,50.0759270436661,19.936188024766,2.3,16.0,0.661,0.187,0.215,0.25,0.014,0.45,0.203,condominium,,,no,yes,yes,yes,no,2900
efe4ab651a41ba86ed80a5b89893c737,krakow,apartmentBuilding,40.0,2.0,2.0,3.0,2017.0,50.0177,19.9643,4.57,6.0,0.536,0.436,0.36,0.415,0.363,1.337,0.589,condominium,brick,,no,yes,yes,yes,no,2500
1515c10ba9634449390b47b639fcfe8c,krakow,apartmentBuilding,63.33,2.0,2.0,4.0,2010.0,50.0492468,19.9592908,1.63,24.0,0.168,0.248,0.533,0.319,0.034,0.732,0.431,condominium,brick,premium,no,yes,yes,no,no,4800
9a1946949ddf09aca61e575e94a56c6f,krakow,apartmentBuilding,40.0,2.0,4.0,6.0,2023.0,50.0674144,19.9031553,2.86,17.0,0.363,0.323,0.347,0.199,0.232,0.854,0.341,condominium,brick,,no,yes,yes,no,no,3500
9024e8a297e3289cf1cdb2d0b4449691,krakow,blockOfFlats,27.0,1.0,2.0,3.0,,50.07410821,20.03700256,7.34,28.0,0.373,1.131,0.402,0.155,0.09,0.372,0.118,condominium,,,no,yes,no,no,yes,2000
419d718e0a6d97cf92b0b54e261c826f,krakow,blockOfFlats,68.11,3.0,2.0,4.0,,50.01941515,19.89863301,4.9,26.0,0.922,0.232,0.275,0.229,0.077,3.064,0.065,condominium,brick,premium,yes,yes,no,no,no,2999
22f31811e054c9e45d654a6595bcb4b1,krakow,blockOfFlats,63.0,3.0,1.0,4.0,2009.0,49.9991798,19.9015948,6.77,9.0,0.398,0.429,0.414,0.108,0.353,4.114,0.453,condominium,concreteSlab,premium,yes,yes,no,no,no,3000
43665836d420d21cc2e912dcd7f92d88,krakow,apartmentBuilding,43.0,2.0,3.0,6.0,2019.0,50.0549637,19.9634831,1.79,10.0,0.463,0.398,0.603,0.421,0.245,0.635,0.468,condominium,brick,premium,yes,yes,yes,no,no,2900
e03df8c308dc6b97cf26f549d32a48ac,krakow,,38.0,3.0,1.0,2.0,2015.0,49.9845,19.9173,8.02,1.0,0.79,1.626,1.736,0.356,1.406,3.794,1.997,condominium,,,yes,yes,no,yes,no,3000
d0c29081d58c1eb2b9069cae608926f5,krakow,apartmentBuilding,56.0,2.0,2.0,2.0,2017.0,50.0453,19.9925,4.02,2.0,0.071,0.685,0.547,0.422,0.584,1.272,0.754,condominium,brick,,no,yes,yes,yes,no,3000
ba5fe27304b4f8bbec24f7dd0315b98c,krakow,,48.0,2.0,1.0,3.0,2023.0,50.0855326,19.9606055,3.72,17.0,0.506,0.245,0.264,0.381,0.235,2.201,0.275,condominium,,,no,yes,no,no,no,3000
2e04365c68ec6ea0171aad10ee2e0c96,krakow,,52.0,3.0,3.0,3.0,2023.0,50.0855326,19.9606055,3.72,17.0,0.506,0.245,0.264,0.381,0.235,2.201,0.275,condominium,,,no,no,no,no,no,3800
7c32128bb9e067a1ecdee0f82dbd7ee2,krakow,blockOfFlats,44.0,2.0,3.0,5.0,,50.1009,19.9683,5.5,6.0,0.385,1.252,0.577,0.367,0.463,2.617,0.072,condominium,,,no,yes,yes,no,no,2400
3e18514760e0685d8bde8f98556bb612,krakow,blockOfFlats,50.0,2.0,3.0,4.0,1960.0,50.0738,19.911,2.84,24.0,0.446,0.255,0.462,0.454,0.043,0.383,0.136,condominium,,,yes,no,no,no,no,2600
78b60ed794f2c0e6c0ee3c64c3bac490,krakow,blockOfFlats,74.4,3.0,7.0,10.0,2013.0,50.056629,19.961933,1.68,15.0,0.306,0.222,0.413,0.297,0.065,0.551,0.275,condominium,,,yes,yes,yes,no,no,6000
cbe6969f72685788a84cad7f7ed82d00,krakow,blockOfFlats,42.0,2.0,1.0,4.0,2015.0,50.02132,20.05706,9.28,1.0,1.136,4.021,0.504,0.505,0.487,4.106,0.523,condominium,,,no,yes,no,no,no,2500
f2c25ce2297e0bf10155ecbdb9dd9b12,krakow,apartmentBuilding,40.39,2.0,3.0,3.0,2020.0,50.0473,19.9562,1.55,32.0,0.374,0.484,0.45,0.545,0.135,0.875,0.275,condominium,brick,,yes,no,yes,no,no,3600
4f8f30897d63834920cb31b9d10d5753,krakow,tenement,31.93,2.0,,2.0,,50.0458,19.9667,2.28,18.0,0.486,0.397,0.44,0.116,0.047,1.348,0.333,condominium,brick,,yes,no,no,no,no,2000
0de41c73038d2a3b6893db905eb64eae,krakow,blockOfFlats,51.3,2.0,3.0,4.0,1965.0,50.0746189,19.9032752,3.3,18.0,0.233,0.562,0.464,0.08,0.225,0.637,0.226,condominium,,,no,yes,no,no,yes,2650
ae3df0984c7eabcc74c6e88ec39f3837,krakow,blockOfFlats,27.83,2.0,1.0,4.0,2021.0,50.0674585,19.9518707,1.66,34.0,0.082,0.26,0.36,0.761,0.016,0.78,0.25,condominium,,,no,yes,no,no,no,2400
90d9f172e51cc8421fdfd1c9ff6961fa,krakow,apartmentBuilding,56.0,3.0,4.0,4.0,2021.0,50.05493763,19.94317111,0.34,147.0,0.115,0.821,0.392,0.366,0.119,0.519,0.238,condominium,brick,premium,yes,yes,yes,no,no,3000
c4db58a2815b65af54cedf5b1e53c10f,krakow,blockOfFlats,35.0,2.0,4.0,4.0,2007.0,50.0078586,19.9599098,5.49,21.0,0.219,0.135,0.443,0.066,0.064,0.213,0.018,condominium,brick,,yes,yes,no,no,no,2100
d1cb72309ea861b058a33104d647f5d2,krakow,,54.0,3.0,3.0,10.0,,50.09072,19.92766,4.01,23.0,0.317,0.416,0.063,0.096,0.337,0.812,0.093,condominium,,,no,yes,no,no,no,2700
6d2dfb2b363a8f089277e73e2843fdfc,krakow,blockOfFlats,28.1,2.0,,,2022.0,50.06771529,19.84694841,6.68,1.0,1.014,3.073,1.508,2.258,0.03,3.461,1.912,condominium,,,no,no,,no,no,2500
35060f38c8bdd11d9218bb98c1c5e6e0,krakow,tenement,40.0,2.0,2.0,4.0,1960.0,50.0668389,19.9531597,1.66,37.0,0.08,0.254,0.252,0.735,0.071,0.668,0.223,condominium,brick,premium,no,yes,no,no,no,2500
657461e285b971ca0fcbf58d85412ee4,krakow,blockOfFlats,30.0,1.0,,4.0,2018.0,50.0142119,19.8820738,6.09,4.0,0.663,1.122,1.18,0.648,0.391,4.19,0.431,condominium,,,no,no,yes,no,yes,2000
a0d0343a4aa42b2f7f297bcb4e53bd81,krakow,blockOfFlats,46.34,2.0,2.0,5.0,2022.0,50.0454769,20.05657,8.5,0.0,0.671,2.318,0.956,2.465,1.335,3.774,2.385,condominium,,premium,yes,yes,yes,no,yes,3200
0fa7ff67d293d98dbd5dce232c5cfc4b,krakow,tenement,65.0,3.0,2.0,2.0,1900.0,50.0599149,19.9493593,0.93,42.0,0.109,0.148,0.332,0.439,0.164,0.653,0.089,condominium,brick,premium,no,yes,no,no,no,4500
32a56d5c7e818293bb7491794efe9a29,krakow,,100.0,4.0,1.0,2.0,,50.0836,20.0584,9.12,0.0,0.802,0.785,1.168,0.917,0.739,1.908,0.661,condominium,,,no,no,no,no,no,4300
120f4f10a906ae4a38d6dc0a4c7a3d8c,krakow,blockOfFlats,55.0,2.0,1.0,4.0,2001.0,50.0778397,19.9835756,4.08,12.0,0.224,1.045,0.233,0.286,0.199,2.132,0.542,condominium,,,yes,yes,no,yes,yes,2750
99b7e15f8a4f1ebbea04b1680396dc10,krakow,blockOfFlats,36.0,2.0,3.0,7.0,2019.0,50.084167,19.990278,4.9,3.0,0.581,1.802,0.899,0.457,0.484,1.307,0.49,condominium,,premium,yes,yes,yes,no,no,2300
ca7f074474c84f2608b56210a69e823a,krakow,,56.0,3.0,5.0,7.0,,50.0795,19.9254,2.85,17.0,0.271,0.656,0.194,0.081,0.098,0.555,0.195,condominium,,,yes,no,no,yes,no,4500
503d418d4e2b62902d8a0254458621a8,krakow,apartmentBuilding,70.0,2.0,3.0,5.0,2009.0,50.0441617,19.9376191,1.24,21.0,0.343,0.459,0.493,0.057,0.154,0.461,0.42,condominium,brick,,yes,yes,yes,yes,yes,4200
96e2f40f024e25d0733dec439e5f56a9,krakow,blockOfFlats,27.0,1.0,3.0,3.0,1960.0,50.05662,19.95161,0.95,48.0,0.141,0.397,0.121,0.112,0.048,0.272,0.152,condominium,brick,,no,no,no,no,no,2000
54c2bb3079fa6713dc2fcd5896ceb39a,krakow,blockOfFlats,61.0,3.0,3.0,4.0,2023.0,50.1019725,19.9260491,5.26,1.0,1.008,1.396,0.776,0.398,0.841,2.065,0.779,condominium,,premium,yes,yes,yes,no,no,3300
82e3bde58afc8c9910a27184aa015fcf,krakow,,85.0,4.0,1.0,3.0,,50.0704,19.8696,5.19,0.0,0.728,1.599,0.826,1.369,0.606,1.818,0.974,condominium,,,no,no,no,no,no,5793
32efab2130dd46e6285e1035c5885492,krakow,,41.0,2.0,1.0,2.0,,50.0307601,19.9692075,3.5,3.0,0.829,1.329,0.355,0.297,0.509,2.677,0.292,condominium,,,no,yes,no,no,no,2200
d6a83a4c92e17a7e243c23b4161f3746,krakow,apartmentBuilding,43.06,3.0,2.0,5.0,2021.0,50.084167,19.990278,4.9,3.0,0.581,1.802,0.899,0.457,0.484,1.307,0.49,condominium,brick,premium,yes,yes,yes,no,yes,3500
82ab1b3e3582d48fa25bef9b3d72a35d,krakow,blockOfFlats,50.0,3.0,6.0,6.0,,50.0851142,19.9435925,3.34,16.0,0.528,0.327,0.122,0.141,0.112,0.991,0.113,condominium,,,no,yes,no,no,yes,2800
3afe20f960cfa47a98aa561845ba1948,krakow,blockOfFlats,43.0,2.0,3.0,4.0,,50.08517,19.96661,3.88,27.0,0.282,0.485,0.22,0.199,0.238,2.306,0.219,condominium,,,yes,yes,yes,no,no,2800
6b6af6f74ba27bbab2212d1880b0e3f9,krakow,,87.0,3.0,,2.0,2009.0,50.0573412,19.90130565,2.66,6.0,0.263,0.558,1.231,0.132,0.338,1.079,0.351,condominium,brick,,yes,yes,yes,no,yes,4500
1940363a4e761167557606f0e0f5330c,krakow,blockOfFlats,53.0,2.0,4.0,4.0,,50.0259406,19.9199088,3.52,20.0,0.234,0.209,0.525,0.117,0.125,2.014,0.123,condominium,,,yes,no,,no,no,2500
cf5fa1aee8cffe785f132df3669f6789,krakow,,65.0,3.0,1.0,2.0,2006.0,50.10368284,19.91452306,5.64,1.0,0.712,2.005,1.488,0.735,1.316,2.492,0.243,condominium,brick,,yes,yes,no,no,yes,2700
45b79c51ddc26caa27232b7f4bc5dd06,krakow,apartmentBuilding,56.0,2.0,4.0,7.0,2010.0,50.05601,19.959362,1.5,18.0,0.15,0.195,0.525,0.108,0.132,0.355,0.36,condominium,brick,premium,no,yes,yes,no,no,4900
aaefb44372502d5ec4f423cede1206e9,krakow,apartmentBuilding,34.2,1.0,3.0,10.0,2015.0,50.02952585,19.92611637,3.0,15.0,0.203,0.574,0.437,0.093,0.295,1.712,0.296,condominium,brick,,no,yes,yes,no,no,2100
d4e7f3a5643753546112754dc67239e0,krakow,,40.0,2.0,2.0,3.0,,50.0794,19.8726,5.41,3.0,0.696,0.881,0.915,0.63,0.126,1.74,0.753,condominium,,,no,no,no,no,no,2800
8c26698851ee6959a697a1617d964afe,krakow,apartmentBuilding,44.0,2.0,2.0,6.0,2015.0,50.0443569,19.9294559,1.38,19.0,0.29,0.947,0.218,0.125,0.172,0.799,0.168,condominium,brick,premium,no,yes,yes,no,yes,3300
825c430a47b772a2489bc4a0148d1081,krakow,blockOfFlats,65.0,2.0,3.0,4.0,1960.0,50.0598,19.9508,1.01,34.0,0.084,0.198,0.267,0.422,0.226,0.589,0.121,condominium,brick,,no,yes,no,no,no,2700
6136c7b45de6e51b3cc29a7ddb0e18bb,krakow,apartmentBuilding,78.2,3.0,1.0,8.0,2022.0,50.0705105,19.95135479,1.93,21.0,0.345,0.515,0.488,0.664,0.179,0.994,0.307,condominium,brick,premium,yes,yes,yes,no,yes,5000
477f21900da12b5e888e6fa61f89f16b,krakow,blockOfFlats,51.0,2.0,3.0,4.0,1970.0,50.09666453,19.9982546,6.27,16.0,0.408,1.621,0.171,0.201,0.129,0.537,0.2,condominium,brick,,no,yes,no,no,no,3000
868d319ad6ba3cc206e616c0093336e6,krakow,blockOfFlats,43.0,2.0,3.0,3.0,2020.0,50.0195156,20.06020663,9.56,0.0,1.322,3.899,0.686,0.79,0.77,4.396,0.756,condominium,,premium,yes,yes,no,no,no,2500
0d091fff5db313cf5829f6fde2dd7137,krakow,apartmentBuilding,72.0,3.0,3.0,3.0,2004.0,50.01779776,19.89809626,5.07,26.0,0.747,0.274,0.092,0.273,0.133,3.242,0.219,condominium,brick,premium,yes,yes,no,no,yes,2800
036e59da939886b68d62d1dfd7f8dccb,krakow,blockOfFlats,47.0,3.0,1.0,3.0,2000.0,50.068741,19.9114492,2.44,25.0,0.094,0.377,0.488,0.337,0.021,0.535,0.348,condominium,,premium,no,no,no,no,no,2100
652984fc58b5ecf5a7593a80217ac753,krakow,apartmentBuilding,56.0,2.0,4.0,5.0,2018.0,50.018558,19.991435,5.57,11.0,0.312,0.99,0.527,0.315,0.031,2.309,0.348,condominium,brick,premium,yes,yes,yes,no,no,2600
78edf63a01192b07bd90e7962cd0fdd6,krakow,blockOfFlats,29.75,1.0,1.0,2.0,1950.0,50.01425827,19.91733051,4.81,1.0,0.675,0.866,0.565,0.121,0.92,3.04,0.714,condominium,brick,,no,yes,no,no,no,2000
7a16adfda3ffb82ea1d1077ca2ea7b11,krakow,apartmentBuilding,33.32,1.0,4.0,5.0,2022.0,50.04752164,19.97843757,2.98,4.0,0.975,1.008,0.348,0.556,0.372,1.899,0.273,condominium,brick,,no,yes,yes,no,yes,2300
6010c34b53c5cab4ebbe84c2f83621f3,krakow,blockOfFlats,45.8,2.0,2.0,7.0,2019.0,50.06721125,19.98639069,3.67,7.0,0.761,0.213,0.612,0.211,0.228,1.772,0.698,condominium,brick,premium,yes,yes,yes,no,yes,2600
75aa9ba67949a647a7f8f96d7b845fb4,krakow,apartmentBuilding,54.0,2.0,3.0,6.0,2009.0,50.0574811,19.9305116,0.62,45.0,0.187,0.37,0.127,0.593,0.083,0.431,0.154,condominium,brick,premium,yes,yes,yes,yes,no,3250
71ab3747f5af75330425a6d1d5675a50,krakow,blockOfFlats,52.52,2.0,5.0,7.0,1968.0,50.0726,20.0347,7.13,20.0,0.317,1.112,0.308,0.257,0.09,0.469,0.162,condominium,brick,premium,yes,yes,yes,no,yes,2800
4b7b35c68c348f7624ada70ae364c351,krakow,,65.0,3.0,10.0,11.0,,50.0895976,19.9458886,3.85,15.0,0.331,0.294,0.152,0.379,0.199,1.323,0.223,condominium,,,no,no,yes,no,no,2800
e9882355af23e2edee674c105a994343,krakow,blockOfFlats,31.0,2.0,,5.0,2021.0,50.0776,19.9053,3.43,10.0,0.556,0.84,0.412,0.151,0.149,0.916,0.25,condominium,,,yes,no,yes,yes,no,2550
47a65258828dae5363ed09accd542b24,krakow,tenement,45.0,2.0,3.0,5.0,,50.0494649,19.9390308,0.65,84.0,0.145,0.325,0.285,0.148,0.175,0.138,0.283,condominium,brick,premium,no,no,yes,no,no,3100
adcec85274332e5b7a41222117495a54,krakow,apartmentBuilding,55.0,3.0,5.0,5.0,2020.0,50.0539182,19.9488128,0.76,112.0,0.117,0.688,0.076,0.258,0.04,0.433,0.061,condominium,brick,,no,yes,yes,no,no,3500
e533830d2ce15bc93ebc090591e0e33d,krakow,blockOfFlats,42.6,2.0,1.0,4.0,1967.0,50.0528761,19.9190079,1.41,14.0,0.213,0.134,0.128,0.445,0.244,0.675,0.142,condominium,brick,premium,no,yes,no,no,yes,2500
0e131de41cef547915042e4f5d134ace,krakow,,60.0,3.0,,5.0,2021.0,50.01154995,19.8922655,5.88,9.0,0.375,0.702,0.73,0.284,0.264,4.05,0.402,condominium,,,yes,yes,yes,no,no,4100
483611444c82487a62228266e2a79b06,krakow,apartmentBuilding,51.0,2.0,4.0,4.0,2021.0,50.0752,19.9295,2.3,25.0,0.524,0.254,0.309,0.251,0.071,0.399,0.187,condominium,brick,,yes,no,yes,no,no,3900
c69b3d8ab30866abef0c3f873059d1e9,krakow,,60.54,3.0,1.0,4.0,2023.0,50.01003265,19.88873993,6.16,4.0,0.348,1.002,1.017,0.12,0.504,4.317,0.237,condominium,,,yes,yes,yes,no,no,3600
a515c40c861377d775b35209881c78ce,krakow,apartmentBuilding,36.44,2.0,1.0,5.0,2017.0,50.024,19.9058,4.19,11.0,0.738,0.438,0.508,0.111,0.162,2.389,0.242,condominium,brick,,no,no,yes,no,no,2145
b05e2fe75832e6df5f9c088477265bf5,krakow,blockOfFlats,50.0,2.0,3.0,7.0,2010.0,50.0590158,19.970137,2.3,13.0,0.612,0.366,0.406,0.379,0.25,0.86,0.286,condominium,,,no,no,yes,no,no,2400
061c9d4d7efc63f98a3c7137c1b4aa00,krakow,blockOfFlats,43.0,2.0,3.0,4.0,1972.0,50.08729834,19.93116312,3.6,23.0,0.204,0.377,0.412,0.384,0.25,0.425,0.181,condominium,concreteSlab,,no,yes,no,no,yes,2300
6c612ea9c37e0d38232bb08f1b42d87a,krakow,blockOfFlats,70.0,3.0,3.0,3.0,2002.0,50.1073,19.9083,6.17,1.0,0.179,2.06,1.467,0.97,1.637,3.057,0.806,condominium,brick,,yes,no,no,yes,yes,2800
9703d562d8da9616b0c0cf2c0afe2ca8,krakow,blockOfFlats,40.0,2.0,4.0,5.0,2005.0,50.0826,19.9121,3.57,16.0,0.34,1.115,0.455,0.064,0.229,1.151,0.09,condominium,brick,,yes,yes,yes,no,no,2200
ffd6cf2715052ef686caaced648bf500,krakow,,45.0,2.0,6.0,6.0,2019.0,50.089186,19.977962,4.71,10.0,0.548,1.409,0.702,0.255,0.029,1.812,0.184,condominium,,,no,yes,yes,no,no,2500
2f5959a7e856e4180aa1692654708ab5,krakow,,48.0,2.0,1.0,5.0,2012.0,50.06299,20.01849,5.78,3.0,0.752,1.994,1.239,0.147,0.593,1.886,0.128,condominium,,low,no,no,yes,no,yes,2500
04f1754211f5d67c7e1cd63fc2bfc64b,krakow,apartmentBuilding,35.0,1.0,3.0,3.0,2008.0,50.0449,19.9193,1.79,5.0,0.304,1.009,0.863,0.308,0.568,0.137,0.378,condominium,brick,,no,yes,no,no,yes,2000
1dd5a0b78ceb7ba53ab42b4ebc0dd6e4,krakow,apartmentBuilding,54.05,3.0,3.0,3.0,2012.0,50.09496,19.9026,5.1,4.0,1.021,0.795,1.031,0.24,0.463,2.324,0.372,condominium,brick,,yes,yes,yes,no,yes,3000
c5b568a25e9a34be25d564d1853294de,krakow,blockOfFlats,50.0,2.0,4.0,6.0,2022.0,50.0782,19.9511,2.7,2.0,0.417,0.878,0.674,0.215,0.62,1.44,0.585,condominium,,,yes,yes,yes,yes,no,3200
1af4b50a2942af776e63824a9e6bcd50,krakow,blockOfFlats,50.0,2.0,6.0,6.0,2022.0,50.0782,19.9511,2.7,2.0,0.417,0.878,0.674,0.215,0.62,1.44,0.585,condominium,,,yes,yes,yes,yes,no,3200
410c67977a930cfe817cd5999fe8f4e9,krakow,blockOfFlats,31.0,1.0,3.0,3.0,1985.0,50.02775295,19.92178709,3.29,22.0,0.207,0.249,0.385,0.099,0.117,1.828,0.12,condominium,,,no,yes,no,no,no,2300
fd2b4d9edeae2c50bab53d1c2014d4d3,krakow,apartmentBuilding,51.0,3.0,,4.0,2023.0,50.044889,19.988189,3.74,4.0,0.276,0.519,0.556,0.396,0.4,1.481,0.485,condominium,brick,,no,yes,yes,no,no,5000
dfa21819906b64f59528fe3c597b05f9,krakow,blockOfFlats,102.0,4.0,3.0,4.0,1990.0,50.062594,19.932172,0.93,161.0,0.137,0.272,0.322,0.287,0.095,0.293,0.037,condominium,brick,,no,yes,no,no,no,5000
16fd13f64cac426c3e322aca85789b51,krakow,blockOfFlats,35.31,2.0,1.0,4.0,1965.0,50.0848661,20.0238817,6.93,27.0,0.261,0.91,0.131,0.217,0.371,1.147,0.202,condominium,,,no,no,no,no,no,2500
c62ff026a3622490b33a2c2541ee645a,krakow,apartmentBuilding,74.4,3.0,1.0,1.0,2023.0,50.0194459,19.87608866,5.98,3.0,0.347,1.379,1.59,0.37,0.776,4.051,1.146,condominium,brick,premium,yes,yes,no,no,no,4450
f2c5260295a1cf944f60440570d5279b,krakow,blockOfFlats,32.0,1.0,7.0,10.0,2012.0,50.0224556,19.9607979,3.99,5.0,0.305,0.754,0.154,0.587,0.05,1.8,0.83,condominium,brick,,no,yes,yes,no,no,2400
571fd0a2444f0a5033046d5741532f5f,krakow,blockOfFlats,39.49,2.0,2.0,4.0,1970.0,50.0746453,19.9108468,2.92,21.0,0.407,0.34,0.499,0.393,0.121,0.435,0.069,condominium,brick,,no,yes,no,no,no,2400
f09f0f0a74b21ec858f8e913b9b9af4b,krakow,tenement,70.0,3.0,3.0,3.0,1908.0,50.0568,19.9264,0.88,25.0,0.303,0.277,0.213,0.726,0.164,0.698,0.097,condominium,brick,,yes,no,no,no,no,3200
4468d9b5c793d3a54c927d5cb4389737,krakow,blockOfFlats,27.5,1.0,,2.0,2022.0,50.0839083,19.9253599,3.32,13.0,0.222,0.921,0.365,0.167,0.409,0.327,0.27,condominium,,premium,no,yes,yes,no,no,2400
c04498243285d13adfd895b6311cf1db,krakow,apartmentBuilding,49.0,2.0,3.0,4.0,2011.0,50.08323781,19.9208951,3.35,11.0,0.144,1.139,0.604,0.033,0.293,0.644,0.405,condominium,brick,premium,yes,yes,yes,no,no,2450
3b774a98c8c165a22a1a687bfdfb4f28,krakow,blockOfFlats,29.5,1.0,2.0,4.0,2014.0,50.01623867,19.89488347,5.34,24.0,0.653,0.37,0.238,0.174,0.163,3.501,0.209,condominium,,,no,yes,yes,no,no,2100
cf5a2ec9be2df0a00ca5b5a8747b2c4b,krakow,apartmentBuilding,45.0,2.0,7.0,7.0,2021.0,50.0713,19.9519,2.02,12.0,0.419,0.506,0.575,0.617,0.093,1.026,0.377,condominium,brick,,yes,yes,yes,yes,no,3700
3cfe357fcbd2f5a22bcaf60ceb7cbc5d,krakow,blockOfFlats,47.0,2.0,1.0,3.0,2008.0,50.07084675,19.9314483,1.8,44.0,0.183,0.228,0.133,0.068,0.178,0.209,0.304,condominium,,,no,no,yes,no,no,2900
c5163c8d103edc65c14380cc972cc1af,krakow,blockOfFlats,63.91,3.0,1.0,3.0,2013.0,50.0148,20.0226,7.51,11.0,0.435,1.537,0.336,0.388,0.419,2.794,0.054,condominium,brick,,yes,yes,no,no,no,2700
450ee7594be4e70118c66fa7444a0b97,krakow,blockOfFlats,44.54,3.0,9.0,10.0,1970.0,50.0792,19.897,3.98,14.0,0.266,0.903,0.224,0.297,0.38,0.719,0.142,condominium,concreteSlab,,no,no,yes,no,no,2300
97ac9facc563b244f6c48b08c76f9087,krakow,apartmentBuilding,45.0,2.0,4.0,10.0,2004.0,50.057912,19.9706185,2.32,6.0,0.713,0.425,0.384,0.501,0.277,0.975,0.387,condominium,brick,premium,no,yes,yes,no,no,2900
939e3bb5f7ec87a0adede6b4cebf4766,krakow,apartmentBuilding,69.0,2.0,9.0,13.0,2008.0,50.0716,19.8984,3.38,16.0,0.27,0.255,0.497,0.195,0.228,0.296,0.236,condominium,brick,,yes,yes,yes,yes,yes,3600
b62909c9706ad966c12b1520aefce01c,krakow,,41.0,2.0,4.0,5.0,2023.0,50.05991,20.00229,4.59,1.0,1.325,1.607,0.511,0.511,0.522,2.52,0.498,condominium,,,no,no,no,no,no,3200
f9bfa078862216cf8441e4f48ca82f0e,krakow,blockOfFlats,48.0,3.0,,,1970.0,50.0694,19.9088,2.63,24.0,0.094,0.419,0.285,0.237,0.106,0.623,0.331,condominium,concreteSlab,,no,no,yes,no,no,2500
5c129efc45d4e3fe2e7c897ed729c672,krakow,blockOfFlats,40.47,2.0,2.0,5.0,,50.0673322,19.9880617,3.79,8.0,0.782,0.307,0.727,0.31,0.309,1.892,0.741,condominium,,,no,yes,yes,no,no,2800
e990b743b7b52c0a541c240ba3b92ca7,krakow,apartmentBuilding,70.0,3.0,3.0,3.0,2019.0,50.05239046,19.92771616,0.83,29.0,0.21,0.592,0.134,0.343,0.017,0.723,0.104,condominium,brick,,no,yes,yes,no,no,6500
ec6626fef6a082f63c51659f0103609b,krakow,tenement,100.0,4.0,3.0,4.0,1900.0,50.05750985,19.93196934,0.52,80.0,0.094,0.46,0.227,0.503,0.115,0.338,0.257,condominium,brick,premium,no,yes,no,no,yes,6000
adf461789806d0f187ab04c61732dad8,krakow,blockOfFlats,42.49,2.0,9.0,10.0,2018.0,50.0215349,19.96134553,4.1,5.0,0.293,0.846,0.045,0.517,0.159,1.704,0.931,condominium,brick,,no,yes,yes,no,no,2500
8c404848341df2d6421f401ac6b88fae,krakow,apartmentBuilding,70.64,3.0,6.0,6.0,2009.0,50.0706,19.9444,1.75,32.0,0.331,0.736,0.326,0.605,0.036,0.823,0.295,condominium,brick,,yes,yes,yes,yes,yes,6100
